CO,POLICYNO,RECTYP,ACTYR,ACTMO,DEPEFFYR,DEPEFFMO,DEPEFFDAY,DEPLDGYR,DEPLDGMO,DEPLDGDAY,DEPAMOUNT,PREMIND
GALIC,2473263,24,2018,6,2018,6,8,2018,6,8,-11348.46,S
GALIC,2473271,24,2018,6,2018,6,18,2018,6,18,46.87,P
GALIC,2473271,24,2018,6,2018,6,5,2018,6,5,46.87,P
GALIC,2473274,24,2018,6,2018,6,19,2018,6,19,344.61,P
GALIC,2473275,24,2018,6,2018,6,26,2018,6,26,72,P
GALIC,2473275,24,2018,6,2018,6,19,2018,6,19,72,P
GALIC,2473275,24,2018,6,2018,6,13,2018,6,13,72,P
GALIC,2473275,24,2018,6,2018,6,5,2018,6,5,72,P
GALIC,2473291,24,2018,6,2018,6,22,2018,6,22,32,P
GALIC,2473291,24,2018,6,2018,6,8,2018,6,8,32,P
GALIC,2473309,24,2018,6,2018,6,28,2018,6,28,50,P
GALIC,2473309,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2473326,24,2018,6,2018,6,28,2018,6,28,100,P
GALIC,2473326,24,2018,6,2018,6,6,2018,6,6,100,P
GALIC,2473326,24,2018,6,2018,6,4,2018,6,4,100,P
GALIC,2473370,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2473370,24,2018,6,2018,6,4,2018,6,4,50,P
GALIC,2473371,24,2018,6,2018,6,22,2018,6,22,120,P
GALIC,2473371,24,2018,6,2018,6,8,2018,6,8,120,P
GALIC,2473373,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2473373,24,2018,6,2018,6,8,2018,6,8,50,P
GALIC,2473374,24,2018,6,2018,6,22,2018,6,22,40,P
GALIC,2473374,24,2018,6,2018,6,8,2018,6,8,40,P
GALIC,2473397,24,2018,6,2018,6,18,2018,6,18,270,P
GALIC,2473397,24,2018,6,2018,6,1,2018,6,1,270,P
GALIC,2473411,24,2018,6,2018,6,11,2018,6,11,200,P
GALIC,2473490,24,2018,6,2018,6,26,2018,6,26,500,P
GALIC,2473490,24,2018,6,2018,6,18,2018,6,18,100,P
GALIC,2473492,24,2018,6,2018,6,6,2018,6,6,900,P
GALIC,2473494,24,2018,6,2018,6,14,2018,6,14,33.87,P
GALIC,2473494,24,2018,6,2018,6,6,2018,6,6,33.87,P
GALIC,2473495,24,2018,6,2018,6,25,2018,6,25,150,P
GALIC,2473495,24,2018,6,2018,6,12,2018,6,12,150,P
GALIC,2473502,24,2018,6,2018,6,26,2018,6,26,25,P
GALIC,2473502,24,2018,6,2018,6,12,2018,6,12,25,P
GALIC,2473504,24,2018,6,2018,6,26,2018,6,26,35,P
GALIC,2473504,24,2018,6,2018,6,12,2018,6,12,35,P
GALIC,2473505,24,2018,6,2018,6,15,2018,6,15,-63.77,S
GALIC,2473506,24,2018,6,2018,6,5,2018,6,5,300,P
GALIC,2473517,24,2018,6,2018,6,7,2018,6,7,58.82,P
GALIC,2473529,24,2018,6,2018,6,27,2018,6,27,50,P
GALIC,2473529,24,2018,6,2018,6,12,2018,6,12,47,P
GALIC,2473554,24,2018,6,2018,6,12,2018,6,12,127,P
GALIC,2473558,24,2018,6,2018,6,22,2018,6,22,51,P
GALIC,2473558,24,2018,6,2018,6,7,2018,6,7,51,P
GALIC,2473571,24,2018,6,2018,6,29,2018,6,29,100,P
GALIC,2473571,24,2018,6,2018,6,26,2018,6,26,100,P
GALIC,2473571,24,2018,6,2018,6,25,2018,6,25,100,P
GALIC,2473571,24,2018,6,2018,6,22,2018,6,22,100,P
GALIC,2473571,24,2018,6,2018,6,8,2018,6,8,100,P
GALIC,2473588,24,2018,6,2018,6,21,2018,6,21,29.41,P
GALIC,2473588,24,2018,6,2018,6,6,2018,6,6,29.41,P
GALIC,2473595,24,2018,6,2018,6,6,2018,6,6,20,P
GALIC,2473603,24,2018,6,2018,6,21,2018,6,21,139,P
GALIC,2473603,24,2018,6,2018,6,8,2018,6,8,139,P
GALIC,2473615,24,2018,6,2018,6,14,2018,6,14,300,P
GALIC,2473636,24,2018,6,2018,6,4,2018,6,4,600,P
GALIC,2473638,24,2018,6,2018,6,26,2018,6,26,150,P
GALIC,2473638,24,2018,6,2018,6,12,2018,6,12,150,P
GALIC,2473645,24,2018,6,2018,6,18,2018,6,18,552,P
GALIC,2473645,24,2018,6,2018,6,4,2018,6,4,552,P
GALIC,2473652,24,2018,6,2018,6,4,2018,6,4,600,P
GALIC,2473674,24,2018,6,2018,6,25,2018,6,25,50,P
GALIC,2473702,24,2018,6,2018,6,22,2018,6,22,40,P
GALIC,2473702,24,2018,6,2018,6,6,2018,6,6,40,P
GALIC,2473731,24,2018,6,2018,6,29,2018,6,29,100,P
GALIC,2473731,24,2018,6,2018,6,1,2018,6,1,100,P
GALIC,2473734,24,2018,6,2018,6,1,2018,6,1,200,P
GALIC,2473740,24,2018,6,2018,6,4,2018,6,4,200,P
GALIC,2473745,24,2018,6,2018,6,21,2018,6,21,29.41,P
GALIC,2473745,24,2018,6,2018,6,6,2018,6,6,29.41,P
GALIC,2473764,24,2018,6,2018,6,18,2018,6,18,72,P
GALIC,2473764,24,2018,6,2018,6,5,2018,6,5,72,P
GALIC,2473769,24,2018,6,2018,6,20,2018,6,20,77,P
GALIC,2473769,24,2018,6,2018,6,5,2018,6,5,77,P
GALIC,2473770,24,2018,6,2018,6,25,2018,6,25,-2670.23,S
GALIC,2473774,24,2018,6,2018,6,27,2018,6,27,50,P
GALIC,2473774,24,2018,6,2018,6,5,2018,6,5,50,P
GALIC,2473778,24,2018,6,2018,6,26,2018,6,26,400,P
GALIC,2473778,24,2018,6,2018,6,12,2018,6,12,400,P
GALIC,2473780,24,2018,6,2018,6,22,2018,6,22,66,P
GALIC,2473780,24,2018,6,2018,6,8,2018,6,8,66,P
GALIC,2473781,24,2018,6,2018,6,26,2018,6,26,25,P
GALIC,2473781,24,2018,6,2018,6,19,2018,6,19,25,P
GALIC,2473781,24,2018,6,2018,6,13,2018,6,13,25,P
GALIC,2473781,24,2018,6,2018,6,5,2018,6,5,25,P
GALIC,2473787,24,2018,6,2018,6,29,2018,6,29,46,P
GALIC,2473787,24,2018,6,2018,6,19,2018,6,19,46,P
GALIC,2473787,24,2018,6,2018,6,5,2018,6,5,46,P
GALIC,2473793,24,2018,6,2018,6,29,2018,6,29,300,P
GALIC,2473793,24,2018,6,2018,6,8,2018,6,8,300,P
GALIC,2473800,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2473800,24,2018,6,2018,6,8,2018,6,8,50,P
GALIC,2473801,24,2018,6,2018,6,26,2018,6,26,25,P
GALIC,2473801,24,2018,6,2018,6,19,2018,6,19,25,P
GALIC,2473801,24,2018,6,2018,6,13,2018,6,13,25,P
GALIC,2473801,24,2018,6,2018,6,5,2018,6,5,25,P
GALIC,2473885,24,2018,6,2018,6,21,2018,6,21,64.38,P
GALIC,2473885,24,2018,6,2018,6,6,2018,6,6,64.38,P
GALIC,2473886,24,2018,6,2018,6,6,2018,6,6,140,P
GALIC,2473887,24,2018,6,2018,6,15,2018,6,15,-246.35,S
GALIC,2473892,24,2018,6,2018,6,6,2018,6,6,25,P
GALIC,2473900,24,2018,6,2018,6,5,2018,6,5,60,P
GALIC,2473910,24,2018,6,2018,6,12,2018,6,12,50,P
GALIC,2473916,24,2018,6,2018,6,4,2018,6,4,69,P
GALIC,2473919,24,2018,6,2018,6,26,2018,6,26,45,P
GALIC,2473919,24,2018,6,2018,6,19,2018,6,19,45,P
GALIC,2473919,24,2018,6,2018,6,13,2018,6,13,45,P
GALIC,2473919,24,2018,6,2018,6,5,2018,6,5,45,P
GALIC,2473921,24,2018,6,2018,6,22,2018,6,22,47,P
GALIC,2473921,24,2018,6,2018,6,7,2018,6,7,50,P
GALIC,2473923,24,2018,6,2018,6,26,2018,6,26,230,P
GALIC,2473923,24,2018,6,2018,6,19,2018,6,19,230,P
GALIC,2473923,24,2018,6,2018,6,13,2018,6,13,230,P
GALIC,2473923,24,2018,6,2018,6,5,2018,6,5,230,P
GALIC,2473927,24,2018,6,2018,6,18,2018,6,18,630,P
GALIC,2473927,24,2018,6,2018,6,4,2018,6,4,105,P
GALIC,2473929,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2473929,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2473929,24,2018,6,2018,6,11,2018,6,11,50,P
GALIC,2473929,24,2018,6,2018,6,4,2018,6,4,50,P
GALIC,2473931,24,2018,6,2018,6,12,2018,6,12,100,P
GALIC,2473934,24,2018,6,2018,6,26,2018,6,26,72.13,P
GALIC,2473934,24,2018,6,2018,6,14,2018,6,14,72.13,P
GALIC,2473934,24,2018,6,2018,6,6,2018,6,6,72.13,P
GALIC,2473935,24,2018,6,2018,6,14,2018,6,14,27.87,P
GALIC,2473935,24,2018,6,2018,6,6,2018,6,6,27.87,P
GALIC,2473936,24,2018,6,2018,6,20,2018,6,20,110,P
GALIC,2473936,24,2018,6,2018,6,5,2018,6,5,110,P
GALIC,2473937,24,2018,6,2018,6,22,2018,6,22,38,P
GALIC,2473937,24,2018,6,2018,6,7,2018,6,7,38,P
GALIC,2473967,24,2018,6,2018,6,5,2018,6,5,500,P
GALIC,2473977,24,2018,6,2018,6,7,2018,6,7,300,P
GALIC,2474019,24,2018,6,2018,6,11,2018,6,11,150,P
GALIC,2474023,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2474048,24,2018,6,2018,6,22,2018,6,22,76,P
GALIC,2474048,24,2018,6,2018,6,7,2018,6,7,76,P
GALIC,2474085,24,2018,6,2018,6,5,2018,6,5,227,P
GALIC,2474150,24,2018,6,2018,6,4,2018,6,4,100,P
GALIC,2474163,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2474179,24,2018,6,2018,6,28,2018,6,28,150,P
GALIC,2474185,24,2018,6,2018,6,20,2018,6,20,100,P
GALIC,2474189,24,2018,6,2018,6,20,2018,6,20,50,P
GALIC,2474205,24,2018,6,2018,6,4,2018,6,4,60,P
GALIC,2474207,24,2018,6,2018,6,4,2018,6,4,105,P
GALIC,2474216,24,2018,6,2018,6,19,2018,6,19,35,P
GALIC,2474216,24,2018,6,2018,6,6,2018,6,6,35,P
GALIC,2474226,24,2018,6,2018,6,1,2018,6,1,100,P
GALIC,2474231,24,2018,6,2018,6,4,2018,6,4,500,P
GALIC,2474254,24,2018,6,2018,6,25,2018,6,25,60,P
GALIC,2474277,24,2018,6,2018,6,27,2018,6,27,63,P
GALIC,2474277,24,2018,6,2018,6,12,2018,6,12,63,P
GALIC,2474289,24,2018,6,2018,6,12,2018,6,12,302,P
GALIC,2474305,24,2018,6,2018,6,19,2018,6,19,69,P
GALIC,2474305,24,2018,6,2018,6,6,2018,6,6,69,P
GALIC,2474307,24,2018,6,2018,6,19,2018,6,19,69,P
GALIC,2474307,24,2018,6,2018,6,6,2018,6,6,69,P
GALIC,2474311,24,2018,6,2018,6,19,2018,6,19,100,P
GALIC,2474311,24,2018,6,2018,6,6,2018,6,6,100,P
GALIC,2474354,24,2018,6,2018,6,19,2018,6,19,29.41,P
GALIC,2474354,24,2018,6,2018,6,6,2018,6,6,29.41,P
GALIC,2474355,24,2018,6,2018,6,19,2018,6,19,58.82,P
GALIC,2474355,24,2018,6,2018,6,6,2018,6,6,58.82,P
GALIC,2474404,24,2018,6,2018,6,29,2018,6,29,75,P
GALIC,2474404,24,2018,6,2018,6,25,2018,6,25,25,P
GALIC,2474404,24,2018,6,2018,6,8,2018,6,8,25,P
GALIC,2474407,24,2018,6,2018,6,29,2018,6,29,150,P
GALIC,2474407,24,2018,6,2018,6,25,2018,6,25,50,P
GALIC,2474407,24,2018,6,2018,6,8,2018,6,8,50,P
GALIC,2474422,24,2018,6,2018,6,29,2018,6,29,59,P
GALIC,2474422,24,2018,6,2018,6,1,2018,6,1,59,P
GALIC,2474432,24,2018,6,2018,6,11,2018,6,11,400,P
GALIC,2474477,24,2018,6,2018,6,11,2018,6,11,140,P
GALIC,2474484,24,2018,6,2018,5,31,2018,6,5,350,P
GALIC,2474489,24,2018,6,2018,6,27,2018,6,27,250,P
GALIC,2474489,24,2018,6,2018,6,5,2018,6,5,250,P
GALIC,2474514,24,2018,6,2018,6,29,2018,6,29,147,P
GALIC,2474514,24,2018,6,2018,6,1,2018,6,1,147,P
GALIC,2474553,24,2018,6,2018,6,21,2018,6,21,69.5,P
GALIC,2474553,24,2018,6,2018,6,6,2018,6,6,69.5,P
GALIC,2474559,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2474569,24,2018,6,2018,6,8,2018,6,8,166,P
GALIC,2474574,24,2018,6,2018,6,11,2018,6,11,470,P
GALIC,2474579,24,2018,6,2018,6,1,2018,6,1,50,P
GALIC,2474583,24,2018,6,2018,6,4,2018,6,4,500,P
GALIC,2474604,24,2018,6,2018,6,14,2018,6,14,184,P
GALIC,2474608,24,2018,6,2018,6,26,2018,6,26,193.85,P
GALIC,2474608,24,2018,6,2018,6,6,2018,6,6,193.85,P
GALIC,2474626,24,2018,6,2018,6,26,2018,6,26,60,P
GALIC,2474626,24,2018,6,2018,6,19,2018,6,19,60,P
GALIC,2474626,24,2018,6,2018,6,13,2018,6,13,60,P
GALIC,2474626,24,2018,6,2018,6,5,2018,6,5,60,P
GALIC,2474632,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2474632,24,2018,6,2018,6,6,2018,6,6,50,P
GALIC,2474722,24,2018,6,2018,6,8,2018,6,8,274,P
GALIC,2474736,24,2018,6,2018,6,20,2018,6,20,25,P
GALIC,2474736,24,2018,6,2018,6,7,2018,6,7,25,P
GALIC,2474739,24,2018,6,2018,6,26,2018,6,26,25,P
GALIC,2474739,24,2018,6,2018,6,12,2018,6,12,25,P
GALIC,2474749,24,2018,6,2018,6,12,2018,6,12,74.25,P
GALIC,2474750,24,2018,6,2018,6,5,2018,6,5,150,P
GALIC,2474785,24,2018,6,2018,6,29,2018,6,29,239.17,P
GALIC,2474785,24,2018,6,2018,6,1,2018,6,1,239.17,P
GALIC,2474798,24,2018,6,2018,6,4,2018,6,4,120,P
GALIC,2474810,24,2018,6,2018,6,21,2018,6,21,25,P
GALIC,2474810,24,2018,6,2018,6,6,2018,6,6,25,P
GALIC,2474816,24,2018,6,2018,6,13,2018,6,13,83.33,P
GALIC,2474817,24,2018,6,2018,6,13,2018,6,13,59,P
GALIC,2474832,24,2018,6,2018,6,25,2018,6,25,450,P
GALIC,2474843,24,2018,6,2018,6,5,2018,6,5,100,P
GALIC,2474845,24,2018,6,2018,6,19,2018,6,19,200,P
GALIC,2474906,24,2018,6,2018,6,1,2018,6,1,-1500,S
GALIC,2474960,24,2018,6,2018,6,25,2018,6,25,100,P
GALIC,2474960,24,2018,6,2018,6,12,2018,6,12,100,P
GALIC,2475065,24,2018,6,2018,6,28,2018,6,28,50,P
GALIC,2475065,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2475082,24,2018,6,2018,6,21,2018,6,21,45,P
GALIC,2475082,24,2018,6,2018,6,6,2018,6,6,45,P
GALIC,2475099,24,2018,6,2018,6,25,2018,6,25,104.16,P
GALIC,2475099,24,2018,6,2018,6,12,2018,6,12,104.16,P
GALIC,2475112,24,2018,6,2018,6,1,2018,6,1,-250,S
GALIC,2475119,24,2018,6,2018,6,1,2018,6,1,70,P
GALIC,2475122,24,2018,6,2018,6,27,2018,6,27,40,P
GALIC,2475122,24,2018,6,2018,6,12,2018,6,12,17.5,P
GALIC,2475122,24,2018,6,2018,6,5,2018,6,5,20,P
GALIC,2475139,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2475139,24,2018,6,2018,6,8,2018,6,8,50,P
GALIC,2475181,24,2018,6,2018,6,11,2018,6,11,300,P
GALIC,2475194,24,2018,6,2018,6,5,2018,6,5,303,P
GALIC,2475211,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2475264,24,2018,6,2018,6,1,2018,6,1,150,P
GALIC,2475276,24,2018,6,2018,6,20,2018,6,20,120,P
GALIC,2475284,24,2018,6,2018,6,1,2018,6,1,125,P
GALIC,2475288,24,2018,6,2018,6,22,2018,6,22,100,P
GALIC,2475288,24,2018,6,2018,6,8,2018,6,8,100,P
GALIC,2475322,24,2018,6,2018,6,26,2018,6,26,1200,P
GALIC,2475322,24,2018,6,2018,6,13,2018,6,13,200,P
GALIC,2475327,24,2018,6,2018,6,19,2018,6,19,5304,N
GALIC,2475327,24,2018,6,2018,6,5,2018,6,5,884,P
GALIC,2475332,24,2018,6,2018,6,27,2018,6,27,200,P
GALIC,2475332,24,2018,6,2018,6,13,2018,6,13,200,P
GALIC,2475336,24,2018,6,2018,6,25,2018,6,25,1000,P
GALIC,2475336,24,2018,6,2018,6,12,2018,6,12,1000,P
GALIC,2475340,24,2018,6,2018,6,22,2018,6,22,400,P
GALIC,2475340,24,2018,6,2018,6,8,2018,6,8,400,P
GALIC,2475342,24,2018,6,2018,6,26,2018,6,26,249.13,P
GALIC,2475342,24,2018,6,2018,6,14,2018,6,14,249.13,P
GALIC,2475342,24,2018,6,2018,6,6,2018,6,6,249.13,P
GALIC,2475344,24,2018,6,2018,6,29,2018,6,29,45,P
GALIC,2475344,24,2018,6,2018,6,22,2018,6,22,45,P
GALIC,2475344,24,2018,6,2018,6,18,2018,6,18,45,P
GALIC,2475344,24,2018,6,2018,6,8,2018,6,8,45,P
GALIC,2475344,24,2018,6,2018,6,4,2018,6,4,45,P
GALIC,2475345,24,2018,6,2018,6,26,2018,6,26,30,P
GALIC,2475345,24,2018,6,2018,6,19,2018,6,19,30,P
GALIC,2475345,24,2018,6,2018,6,13,2018,6,13,30,P
GALIC,2475345,24,2018,6,2018,6,5,2018,6,5,30,P
GALIC,2475346,24,2018,6,2018,6,25,2018,6,25,59,P
GALIC,2475346,24,2018,6,2018,6,12,2018,6,12,59,P
GALIC,2475349,24,2018,6,2018,6,26,2018,6,26,40,P
GALIC,2475349,24,2018,6,2018,6,12,2018,6,12,40,P
GALIC,2475351,24,2018,6,2018,6,26,2018,6,26,50,P
GALIC,2475351,24,2018,6,2018,6,19,2018,6,19,50,P
GALIC,2475351,24,2018,6,2018,6,13,2018,6,13,50,P
GALIC,2475351,24,2018,6,2018,6,5,2018,6,5,50,P
GALIC,2475352,24,2018,6,2018,6,26,2018,6,26,50,P
GALIC,2475352,24,2018,6,2018,6,19,2018,6,19,50,P
GALIC,2475352,24,2018,6,2018,6,13,2018,6,13,50,P
GALIC,2475352,24,2018,6,2018,6,5,2018,6,5,50,P
GALIC,2475356,24,2018,6,2018,6,1,2018,6,1,705,P
GALIC,2475388,24,2018,6,2018,6,27,2018,6,27,100,P
GALIC,2475410,24,2018,6,2018,6,25,2018,6,25,250,P
GALIC,2475410,24,2018,6,2018,6,12,2018,6,12,250,P
GALIC,2475411,24,2018,6,2018,6,21,2018,6,21,112.5,P
GALIC,2475411,24,2018,6,2018,6,6,2018,6,6,112.5,P
GALIC,2475427,24,2018,6,2018,6,11,2018,6,11,30,P
GALIC,2475431,24,2018,6,2018,6,4,2018,6,4,900,P
GALIC,2475432,24,2018,6,2018,6,4,2018,6,4,100,P
GALIC,2475467,24,2018,6,2018,6,4,2018,6,4,100,P
GALIC,2475529,24,2018,6,2018,6,22,2018,6,22,88.47,P
GALIC,2475529,24,2018,6,2018,6,7,2018,6,7,88.47,P
GALIC,2475532,24,2018,6,2018,6,22,2018,6,22,120,P
GALIC,2475532,24,2018,6,2018,6,8,2018,6,8,120,P
GALIC,2475536,24,2018,6,2018,6,28,2018,6,28,100,P
GALIC,2475536,24,2018,6,2018,6,20,2018,6,20,100,P
GALIC,2475536,24,2018,6,2018,6,5,2018,6,5,100,P
GALIC,2475538,24,2018,6,2018,6,22,2018,6,22,28,P
GALIC,2475538,24,2018,6,2018,6,8,2018,6,8,28,P
GALIC,2475546,24,2018,6,2018,6,25,2018,6,25,40,P
GALIC,2475546,24,2018,6,2018,6,6,2018,6,6,40,P
GALIC,2475668,24,2018,6,2018,6,26,2018,6,26,200,P
GALIC,2475684,24,2018,6,2018,6,1,2018,6,1,150,P
GALIC,2475695,24,2018,6,2018,6,11,2018,6,11,250,P
GALIC,2475752,24,2018,6,2018,6,5,2018,6,5,200,P
GALIC,2475753,24,2018,6,2018,6,5,2018,6,5,200,P
GALIC,2475757,24,2018,6,2018,6,29,2018,6,29,170,P
GALIC,2475757,24,2018,6,2018,6,15,2018,6,15,170,P
GALIC,2475757,24,2018,6,2018,6,1,2018,6,1,170,P
GALIC,2475759,24,2018,6,2018,6,25,2018,6,25,66,P
GALIC,2475759,24,2018,6,2018,6,11,2018,6,11,66,P
GALIC,2475761,24,2018,6,2018,6,22,2018,6,22,252,P
GALIC,2475761,24,2018,6,2018,6,8,2018,6,8,252,P
GALIC,2475769,24,2018,6,2018,6,26,2018,6,26,47,P
GALIC,2475769,24,2018,6,2018,6,19,2018,6,19,47,P
GALIC,2475769,24,2018,6,2018,6,13,2018,6,13,47,P
GALIC,2475769,24,2018,6,2018,6,5,2018,6,5,47,P
GALIC,2475773,24,2018,6,2018,6,20,2018,6,20,52,P
GALIC,2475773,24,2018,6,2018,6,5,2018,6,5,52,P
GALIC,2475777,24,2018,6,2018,6,18,2018,6,18,112,P
GALIC,2475777,24,2018,6,2018,6,4,2018,6,4,112,P
GALIC,2475779,24,2018,6,2018,6,15,2018,6,15,480,P
GALIC,2475779,24,2018,6,2018,6,1,2018,6,1,480,P
GALIC,2475790,24,2018,6,2018,6,4,2018,6,4,25,P
GALIC,2475800,24,2018,6,2018,6,4,2018,6,4,200,P
GALIC,2475806,24,2018,6,2018,6,19,2018,6,19,70.58,P
GALIC,2475806,24,2018,6,2018,6,5,2018,6,5,70.58,P
GALIC,2475858,24,2018,6,2018,6,21,2018,6,21,75,P
GALIC,2475858,24,2018,6,2018,6,6,2018,6,6,75,P
GALIC,2475883,24,2018,6,2018,6,22,2018,6,22,25,P
GALIC,2475883,24,2018,6,2018,6,6,2018,6,6,25,P
GALIC,2475937,24,2018,6,2018,6,22,2018,6,22,253,P
GALIC,2475965,24,2018,6,2018,6,1,2018,6,1,250,P
GALIC,2475977,24,2018,6,2018,6,13,2018,6,13,100,P
GALIC,2475992,24,2018,6,2018,6,5,2018,6,5,100,P
GALIC,2476008,24,2018,6,2018,6,22,2018,6,22,127,P
GALIC,2476008,24,2018,6,2018,6,7,2018,6,7,130,P
GALIC,2476013,24,2018,6,2018,6,22,2018,6,22,25,P
GALIC,2476013,24,2018,6,2018,6,8,2018,6,8,25,P
GALIC,2476036,24,2018,6,2018,6,20,2018,6,20,403,P
GALIC,2476036,24,2018,6,2018,6,5,2018,6,5,403,P
GALIC,2476085,24,2018,6,2018,6,4,2018,6,4,50,P
GALIC,2476175,24,2018,6,2018,6,28,2018,6,28,25,P
GALIC,2476175,24,2018,6,2018,6,18,2018,6,18,25,P
GALIC,2476207,24,2018,6,2018,6,25,2018,6,25,47,P
GALIC,2476207,24,2018,6,2018,6,12,2018,6,12,47,P
GALIC,2476209,24,2018,6,2018,6,21,2018,6,21,100,P
GALIC,2476209,24,2018,6,2018,6,13,2018,6,13,100,P
GALIC,2476212,24,2018,6,2018,6,25,2018,6,25,235.29,P
GALIC,2476212,24,2018,6,2018,6,12,2018,6,12,235.29,P
GALIC,2476223,24,2018,6,2018,6,20,2018,6,20,154,P
GALIC,2476223,24,2018,6,2018,6,5,2018,6,5,154,P
GALIC,2476240,24,2018,6,2018,6,22,2018,6,22,65,P
GALIC,2476240,24,2018,6,2018,6,7,2018,6,7,63.5,P
GALIC,2476246,24,2018,6,2018,6,22,2018,6,22,50,P
GALIC,2476246,24,2018,6,2018,6,7,2018,6,7,47,P
GALIC,2476250,24,2018,6,2018,6,25,2018,6,25,30,P
GALIC,2476250,24,2018,6,2018,6,8,2018,6,8,30,P
GALIC,2476349,24,2018,6,2018,6,11,2018,6,11,250,P
GALIC,2476363,24,2018,6,2018,6,20,2018,6,20,300,P
GALIC,2476366,24,2018,6,2018,6,11,2018,6,11,149.99,P
GALIC,2476378,24,2018,6,2018,6,5,2018,6,5,150,P
GALIC,2476394,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2476394,24,2018,6,2018,6,4,2018,6,4,50,P
GALIC,2476413,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2476422,24,2018,6,2018,6,25,2018,6,25,100,P
GALIC,2476426,24,2018,6,2018,6,28,2018,6,28,60,P
GALIC,2476456,24,2018,6,2018,6,21,2018,6,21,281,P
GALIC,2476456,24,2018,6,2018,6,6,2018,6,6,281,P
GALIC,2476532,24,2018,6,2018,6,25,2018,6,25,24,P
GALIC,2476532,24,2018,6,2018,6,18,2018,6,18,24,P
GALIC,2476532,24,2018,6,2018,6,11,2018,6,11,24,P
GALIC,2476532,24,2018,6,2018,6,4,2018,6,4,24,P
GALIC,2476535,24,2018,6,2018,6,25,2018,6,25,150,P
GALIC,2476535,24,2018,6,2018,6,6,2018,6,6,150,P
GALIC,2476536,24,2018,6,2018,6,22,2018,6,22,78,P
GALIC,2476536,24,2018,6,2018,6,7,2018,6,7,75,P
GALIC,2476539,24,2018,6,2018,6,19,2018,6,19,80,P
GALIC,2476539,24,2018,6,2018,6,5,2018,6,5,80,P
GALIC,2476542,24,2018,6,2018,6,25,2018,6,25,50,P
GALIC,2476542,24,2018,6,2018,6,6,2018,6,6,50,P
GALIC,2476572,24,2018,6,2018,6,21,2018,6,21,150,P
GALIC,2476572,24,2018,6,2018,6,13,2018,6,13,150,P
GALIC,2476602,24,2018,6,2018,6,5,2018,6,5,254,P
GALIC,2476624,24,2018,6,2018,6,25,2018,6,25,100,P
GALIC,2476624,24,2018,6,2018,6,12,2018,6,12,100,P
GALIC,2476636,24,2018,6,2018,6,25,2018,6,25,10,P
GALIC,2476636,24,2018,6,2018,6,12,2018,6,12,10,P
GALIC,2476649,24,2018,6,2018,6,29,2018,6,29,105,P
GALIC,2476649,24,2018,6,2018,6,25,2018,6,25,35,P
GALIC,2476649,24,2018,6,2018,6,8,2018,6,8,35,P
GALIC,2476702,24,2018,6,2018,6,4,2018,6,4,100,P
GALIC,2476722,24,2018,6,2018,6,11,2018,6,11,100,P
GALIC,2476734,24,2018,6,2018,6,27,2018,6,27,178,P
GALIC,2476734,24,2018,6,2018,6,5,2018,6,5,178,P
GALIC,2476737,24,2018,6,2018,6,20,2018,6,20,300,P
GALIC,2476737,24,2018,6,2018,6,5,2018,6,5,300,P
GALIC,2476747,24,2018,6,2018,6,27,2018,6,27,650,P
GALIC,2476747,24,2018,6,2018,6,12,2018,6,12,130,P
GALIC,2476752,24,2018,6,2018,6,27,2018,6,27,250,P
GALIC,2476752,24,2018,6,2018,6,12,2018,6,12,250,P
GALIC,2476777,24,2018,6,2018,6,21,2018,6,21,30,P
GALIC,2476777,24,2018,6,2018,6,6,2018,6,6,30,P
GALIC,2476814,24,2018,6,2018,6,18,2018,6,18,50,P
GALIC,2476814,24,2018,6,2018,6,4,2018,6,4,50,P
GALIC,2476839,24,2018,6,2018,6,21,2018,6,21,50,P
GALIC,2476839,24,2018,6,2018,6,13,2018,6,13,50,P
GALIC,2476865,24,2018,6,2018,6,21,2018,6,21,150,P
GALIC,2476865,24,2018,6,2018,6,13,2018,6,13,150,P
GALIC,2476866,24,2018,6,2018,6,25,2018,6,25,100,P
GALIC,2476866,24,2018,6,2018,6,12,2018,6,12,100,P
GALIC,2476867,24,2018,6,2018,6,25,2018,6,25,50,P
GALIC,2476867,24,2018,6,2018,6,12,2018,6,12,50,P
GALIC,2476873,24,2018,6,2018,6,21,2018,6,21,100,P
GALIC,2476873,24,2018,6,2018,6,13,2018,6,13,100,P
GALIC,2476884,24,2018,6,2018,6,21,2018,6,21,29.41,P
