CO,POLICYNO,RECTYP,ACTYR,ACTMO,DEPEFFYR,DEPEFFMO,DEPEFFDAY,DEPLDGYR,DEPLDGMO,DEPLDGDAY,DEPAMOUNT,PREMIND
GALIC,3508325,24,2018,6,2018,6,1,2018,6,1,-105,S
GALIC,3508397,24,2018,6,2018,6,19,2018,6,19,-147.57,S
GALIC,3508403,24,2018,6,2018,6,8,2018,6,8,-62073.26,S
GALIC,3508493,24,2018,6,2018,6,26,2018,6,26,-164.04,S
GALIC,3508515,24,2018,6,2018,6,16,2018,6,18,-170.81,S
GALIC,3508543,24,2018,6,2018,6,1,2018,6,1,-235.96,S
GALIC,3508561,24,2018,6,2018,6,1,2018,6,1,-472.85,S
GALIC,3508636,24,2018,6,2018,6,14,2018,6,14,-313.99,S
GALIC,3508673,24,2018,6,2018,6,20,2018,6,20,-215.9,S
GALIC,3508692,24,2018,6,2018,6,5,2018,6,5,-16.72,S
GALIC,3508738,24,2018,6,2018,6,4,2018,6,4,-715,S
GALIC,3508747,24,2018,6,2018,6,14,2018,6,14,-1150,S
GALIC,3508827,24,2018,6,2018,6,5,2018,6,5,-1500,S
GALIC,3508833,24,2018,6,2018,6,2,2018,6,4,-153.46,S
GALIC,3508951,24,2018,6,2018,6,6,2018,6,6,-118.86,S
GALIC,3508955,24,2018,6,2018,6,6,2018,6,6,-170.11,S
GALIC,3508974,24,2018,6,2018,6,10,2018,6,11,-200,S
GALIC,3508978,24,2018,6,2018,6,1,2018,6,1,-165.98,S
GALIC,3508981,24,2018,6,2018,6,26,2018,6,26,-150,S
GALIC,3509016,24,2018,6,2018,6,1,2018,6,1,-1107.91,S
GALIC,3509033,24,2018,6,2018,6,27,2018,6,27,-550,S
GALIC,3509042,24,2018,6,2018,6,20,2018,6,20,-120.15,S
GALIC,3509137,24,2018,6,2018,6,29,2018,6,29,-100000,S
GALIC,3509146,24,2018,6,2018,6,15,2018,6,15,-133.96,S
GALIC,3509203,24,2018,6,2018,6,1,2018,6,1,-887.92,S
GALIC,3509222,24,2018,6,2018,6,10,2018,6,11,-84.73,S
GALIC,3509250,24,2018,6,2018,6,14,2018,6,14,-17,S
GALIC,3509271,24,2018,6,2018,6,7,2018,6,7,-4000,S
GALIC,3509283,24,2018,6,2018,6,1,2018,6,1,-4961.97,S
GALIC,3509284,24,2018,6,2018,6,15,2018,6,15,-197.15,S
GALIC,3509285,24,2018,6,2018,6,16,2018,6,18,-400,S
GALIC,3509339,24,2018,6,2018,6,14,2018,6,14,-21000,S
GALIC,3509344,24,2018,6,2018,6,21,2018,6,21,-1491.78,S
GALIC,3509406,24,2018,6,2018,6,27,2018,6,27,-388.02,S
GALIC,3509435,24,2018,6,2018,6,15,2018,6,15,-84.98,S
GALIC,3509450,24,2018,6,2018,6,1,2018,6,1,-600,S
GALIC,3509507,24,2018,6,2018,6,9,2018,6,11,-950,S
GALIC,3509517,24,2018,6,2018,6,1,2018,6,1,-450.28,S
GALIC,3509540,24,2018,6,2018,6,18,2018,6,18,-500,S
GALIC,3509546,24,2018,6,2018,6,27,2018,6,27,-3914.07,S
GALIC,3509671,24,2018,6,2018,6,1,2018,6,1,-400,S
GALIC,3509714,24,2018,6,2018,6,20,2018,6,20,-33.69,S
GALIC,3509738,24,2018,6,2018,6,11,2018,6,11,-500,S
GALIC,3509780,24,2018,6,2018,6,1,2018,6,1,-181.32,S
GALIC,3509813,24,2018,6,2018,6,22,2018,6,22,-84.23,S
GALIC,3509855,24,2018,6,2018,6,7,2018,6,7,-37475,S
GALIC,3509866,24,2018,6,2018,6,1,2018,6,1,-85.83,S
GALIC,3509889,24,2018,6,2018,6,15,2018,6,15,-300,S
GALIC,3509940,24,2018,6,2018,6,27,2018,6,27,-1977.25,S
GALIC,3510019,24,2018,6,2018,6,27,2018,6,27,-170,S
GALIC,3510094,24,2018,6,2018,6,27,2018,6,27,-98.82,S
GALIC,3510127,24,2018,6,2018,6,7,2018,6,7,-519,S
GALIC,3510132,24,2018,6,2018,6,7,2018,6,7,-660,S
GALIC,3510154,24,2018,6,2018,6,13,2018,6,13,-600,S
GALIC,3510220,24,2018,6,2018,6,1,2018,6,1,-101.23,S
GALIC,3510274,24,2018,6,2018,6,5,2018,6,5,-1000,S
GALIC,3510662,24,2018,6,2018,6,10,2018,6,11,-224.85,S
GALIC,3510689,24,2018,6,2018,6,22,2018,6,22,-600,S
GALIC,3510693,24,2018,6,2018,6,1,2018,6,1,-1300,S
GALIC,3510789,24,2018,6,2018,6,1,2018,6,1,-700,S
GALIC,3510876,24,2018,6,2018,6,1,2018,6,1,-150,S
GALIC,3510909,24,2018,6,2018,6,27,2018,6,27,-880.17,S
GALIC,3511031,24,2018,6,2018,6,1,2018,6,1,-361.37,S
GALIC,3511212,24,2018,6,2018,6,21,2018,6,21,-10357.96,S
GALIC,3511260,24,2018,6,2018,6,15,2018,6,15,-1000,S
GALIC,3511265,24,2018,6,2018,6,1,2018,6,1,-200,S
GALIC,3511303,24,2018,6,2018,6,18,2018,6,18,-16.93,S
GALIC,3511315,24,2018,6,2018,6,11,2018,6,11,-200,S
GALIC,3511355,24,2018,6,2018,6,18,2018,6,18,-500,S
GALIC,3511357,24,2018,6,2018,6,10,2018,6,11,-38.07,S
GALIC,3511392,24,2018,6,2018,6,27,2018,6,27,-1463.82,S
GALIC,3511394,24,2018,6,2018,6,27,2018,6,27,-2688.14,S
GALIC,3511533,24,2018,6,2018,6,7,2018,6,7,-414.38,S
GALIC,3511583,24,2018,6,2018,6,27,2018,6,27,-1690.73,S
GALIC,3511600,24,2018,6,2018,6,26,2018,6,26,-3977.27,S
GALIC,3511616,24,2018,6,2018,6,12,2018,6,12,-500,S
GALIC,3511666,24,2018,6,2018,6,27,2018,6,27,-67.56,S
GALIC,3511701,24,2018,6,2018,6,28,2018,6,28,-39.78,S
GALIC,3511721,24,2018,6,2018,6,15,2018,6,15,-5968.31,S
GALIC,3511732,24,2018,6,2018,6,5,2018,6,5,-1143.3,S
GALIC,3511797,24,2018,6,2018,6,27,2018,6,27,-211.83,S
GALIC,3511838,24,2018,6,2018,6,24,2018,6,25,-358,S
GALIC,3511844,24,2018,6,2018,6,15,2018,6,15,-1000,S
GALIC,3511925,24,2018,6,2018,6,1,2018,6,1,-111.35,S
GALIC,3511930,24,2018,6,2018,6,5,2018,6,5,-500,S
GALIC,3511983,24,2018,6,2018,6,25,2018,6,26,-6013.31,S
GALIC,3512053,24,2018,6,2018,6,1,2018,6,1,-46.27,S
GALIC,3512110,24,2018,6,2018,6,14,2018,6,14,-500,S
GALIC,3512161,24,2018,6,2018,6,16,2018,6,18,-1000,S
GALIC,3512193,24,2018,6,2018,6,16,2018,6,18,-300,S
GALIC,3512219,24,2018,6,2018,6,27,2018,6,27,-406.6,S
GALIC,3512323,24,2018,6,2018,6,17,2018,6,18,-400,S
GALIC,3512335,24,2018,6,2018,6,12,2018,6,12,-3333.33,S
GALIC,3512338,24,2018,6,2018,6,18,2018,6,18,-66.71,S
GALIC,3512344,24,2018,6,2018,6,19,2018,6,19,-53,S
GALIC,3512356,24,2018,6,2018,6,1,2018,6,1,-1750,S
GALIC,3512450,24,2018,6,2018,6,24,2018,6,25,-18.33,S
GALIC,3512484,24,2018,6,2018,6,1,2018,6,1,-400,S
GALIC,3512486,24,2018,6,2018,6,5,2018,6,5,-543.25,S
GALIC,3512489,24,2018,6,2018,6,26,2018,6,26,-1711.42,S
GALIC,3512518,24,2018,6,2018,6,24,2018,6,25,-168.47,S
GALIC,3512564,24,2018,6,2018,6,26,2018,6,26,-55.37,S
GALIC,3512595,24,2018,6,2018,6,25,2018,6,25,-159.04,S
GALIC,3512613,24,2018,6,2018,6,1,2018,6,1,-572.9,S
GALIC,3512674,24,2018,6,2018,6,26,2018,6,26,-50.54,S
GALIC,3512709,24,2018,6,2018,6,15,2018,6,15,-387.65,S
GALIC,3512786,24,2018,6,2018,6,15,2018,6,15,-417.36,S
GALIC,3512862,24,2018,6,2018,6,1,2018,6,1,-84.23,S
GALIC,3512885,24,2018,6,2018,6,1,2018,6,1,-250,S
GALIC,3512937,24,2018,6,2018,6,15,2018,6,15,-550,S
GALIC,3512988,24,2018,6,2018,6,1,2018,6,1,-500,S
GALIC,3512996,24,2018,6,2018,6,12,2018,6,13,-1043.75,S
GALIC,3513046,24,2018,6,2018,6,14,2018,6,14,-13000,S
GALIC,3513065,24,2018,6,2018,6,4,2018,6,4,-10000,S
GALIC,3513091,24,2018,6,2018,6,8,2018,6,8,-16.85,S
GALIC,3513125,24,2018,6,2018,6,6,2018,6,6,-21.9,S
GALIC,3513136,24,2018,6,2018,6,6,2018,6,6,-164.18,S
GALIC,3513173,24,2018,6,2018,6,1,2018,6,1,-400,S
GALIC,3513186,24,2018,6,2018,6,8,2018,6,8,-19.75,S
GALIC,3513251,24,2018,6,2018,6,10,2018,6,11,-168.47,S
GALIC,3513311,24,2018,6,2018,6,10,2018,6,11,-42.12,S
GALIC,3513414,24,2018,6,2018,6,15,2018,6,15,-232.93,S
GALIC,3513471,24,2018,6,2018,6,14,2018,6,14,-35.55,S
GALIC,3513538,24,2018,6,2018,6,15,2018,6,15,-5.07,S
GALIC,3513539,24,2018,6,2018,6,28,2018,6,28,-10170.13,S
GALIC,3513710,24,2018,6,2018,6,17,2018,6,18,-46.33,S
GALIC,3513735,24,2018,6,2018,6,17,2018,6,18,-84.23,S
GALIC,3513748,24,2018,6,2018,6,26,2018,6,26,-1000,S
GALIC,3513759,24,2018,6,2018,6,20,2018,6,20,-170.11,S
GALIC,3513762,24,2018,6,2018,6,27,2018,6,27,-294.95,S
GALIC,3513774,24,2018,6,2018,6,27,2018,6,27,-428.79,S
GALIC,3513781,24,2018,6,2018,6,1,2018,6,1,-390.72,S
GALIC,3513782,24,2018,6,2018,6,7,2018,6,7,-48.01,S
GALIC,3513911,24,2018,6,2018,6,21,2018,6,21,-134.77,S
GALIC,3513927,24,2018,6,2018,6,27,2018,6,27,-497.87,S
GALIC,3513946,24,2018,6,2018,6,6,2018,6,6,-318,S
GALIC,3513983,24,2018,6,2018,6,22,2018,6,22,-37.99,S
GALIC,3513993,24,2018,6,2018,6,22,2018,6,22,-150,S
GALIC,3514006,24,2018,6,2018,6,22,2018,6,22,-121.51,S
GALIC,3514093,24,2018,6,2018,6,27,2018,6,27,-6500,S
GALIC,3514133,24,2018,6,2018,6,20,2018,6,20,-5747.12,S
GALIC,3514183,24,2018,6,2018,6,29,2018,6,29,-42.12,S
GALIC,3514274,24,2018,6,2018,6,25,2018,6,25,-3500,S
GALIC,3514324,24,2018,6,2018,6,27,2018,6,27,-700,S
GALIC,3514418,24,2018,6,2018,6,1,2018,6,1,-892.64,S
GALIC,3514428,24,2018,6,2018,6,27,2018,6,27,-300,S
GALIC,3514487,24,2018,6,2018,6,18,2018,6,18,-515,S
GALIC,3514501,24,2018,6,2018,6,20,2018,6,20,-162.48,S
GALIC,3514557,24,2018,6,2018,6,3,2018,6,4,-169.93,S
GALIC,3514685,24,2018,6,2018,6,16,2018,6,18,-4050,S
GALIC,3514688,24,2018,6,2018,6,21,2018,6,21,-91.38,S
GALIC,3514709,24,2018,6,2018,6,6,2018,6,6,-128.24,S
GALIC,3514721,24,2018,6,2018,6,6,2018,6,6,-172.65,S
GALIC,3514773,24,2018,6,2018,6,22,2018,6,22,-435,S
GALIC,3514822,24,2018,6,2018,6,1,2018,6,1,-450,S
GALIC,3514835,24,2018,6,2018,6,27,2018,6,27,-2645.07,S
GALIC,3514878,24,2018,6,2018,6,15,2018,6,15,-44.66,S
GALIC,3514881,24,2018,6,2018,6,4,2018,6,4,-5.34,S
GALIC,3514970,24,2018,6,2018,6,1,2018,6,1,-140,S
GALIC,3514988,24,2018,6,2018,6,13,2018,6,13,-77.59,S
GALIC,3515062,24,2018,6,2018,6,17,2018,6,18,-45.48,S
GALIC,3515243,24,2018,6,2018,6,20,2018,6,20,-151.62,S
GALIC,3515248,24,2018,6,2018,6,27,2018,6,27,-500,S
GALIC,3515308,24,2018,6,2018,6,21,2018,6,21,-50.54,S
GALIC,3515320,24,2018,6,2018,6,26,2018,6,26,-2000,S
GALIC,3515334,24,2018,6,2018,6,8,2018,6,8,-2032.36,S
GALIC,3515400,24,2018,6,2018,6,15,2018,6,15,-1000,S
GALIC,3515441,24,2018,6,2018,6,27,2018,6,27,-633.66,S
GALIC,3515475,24,2018,6,2018,6,26,2018,6,26,-38.51,S
GALIC,3515502,24,2018,6,2018,6,13,2018,6,13,-1200,S
GALIC,3515532,24,2018,6,2018,6,10,2018,6,11,-600,S
GALIC,3515628,24,2018,6,2018,6,1,2018,6,1,-500,S
GALIC,3515683,24,2018,6,2018,6,12,2018,6,12,-8450,S
GALIC,3515805,24,2018,6,2018,6,4,2018,6,4,-85.06,S
GALIC,3515878,24,2018,6,2018,6,1,2018,6,1,-272.44,S
GALIC,3515898,24,2018,6,2018,6,11,2018,6,11,-51,S
GALIC,3515902,24,2018,6,2018,6,3,2018,6,4,-102.62,S
GALIC,3515952,24,2018,6,2018,6,4,2018,6,4,-423.25,S
GALIC,3515983,24,2018,6,2018,6,6,2018,6,6,-3000,S
GALIC,3515985,24,2018,6,2018,6,1,2018,6,1,-125.43,S
GALIC,3515988,24,2018,6,2018,6,22,2018,6,22,-250,S
GALIC,3516101,24,2018,6,2018,6,15,2018,6,15,-1000,S
GALIC,3516138,24,2018,6,2018,6,27,2018,6,27,-1438.86,S
GALIC,3516277,24,2018,6,2018,6,5,2018,6,5,-44.66,S
GALIC,3516280,24,2018,6,2018,6,1,2018,6,1,-2066.24,S
GALIC,3516282,24,2018,6,2018,6,1,2018,6,1,-2589.95,S
GALIC,3516366,24,2018,6,2018,6,8,2018,6,8,-20000,S
GALIC,3516375,24,2018,6,2018,6,1,2018,6,1,-200,S
GALIC,3516380,24,2018,6,2018,6,19,2018,6,19,-170.46,S
GALIC,3516393,24,2018,6,2018,6,4,2018,6,4,-2000,S
GALIC,3516428,24,2018,6,2018,2,27,2018,6,10,0,S
GALIC,3516445,24,2018,6,2018,6,21,2018,6,21,-11111.11,S
GALIC,3516512,24,2018,6,2018,6,11,2018,6,11,-4597.7,S
GALIC,3516564,24,2018,6,2018,6,1,2018,6,1,-60.04,S
GALIC,3516606,24,2018,6,2018,6,1,2018,6,1,-937.5,S
GALIC,3516613,24,2018,6,2018,6,21,2018,6,21,-11000,S
GALIC,3516689,24,2018,6,2018,6,1,2018,6,1,-100,S
GALIC,3516697,24,2018,6,2018,6,27,2018,6,27,-600,S
GALIC,3516748,24,2018,6,2018,6,1,2018,6,1,-1750.8,S
GALIC,3516749,24,2018,6,2018,6,1,2018,6,1,-4044.22,S
GALIC,3516780,24,2018,6,2018,6,28,2018,6,28,-46.08,S
GALIC,3516835,24,2018,6,2018,6,5,2018,6,5,-165.21,S
GALIC,3516840,24,2018,6,2018,6,10,2018,6,11,-300,S
GALIC,3516898,24,2018,6,2018,6,14,2018,6,14,-11000,S
GALIC,3516944,24,2018,6,2018,6,25,2018,6,25,-25.27,S
GALIC,3516981,24,2018,6,2018,6,27,2018,6,27,-50.53,S
GALIC,3517041,24,2018,6,2018,6,5,2018,6,5,-5000,S
GALIC,3517041,24,2018,6,2018,6,1,2018,6,1,-68.24,S
GALIC,3517056,24,2018,6,2018,6,1,2018,6,1,-1050,S
GALIC,3517129,24,2018,6,2018,6,1,2018,6,1,-1026.02,S
GALIC,3517165,24,2018,6,2018,6,1,2018,6,1,-4.06,S
GALIC,3517190,24,2018,6,2018,6,20,2018,6,20,-830,S
GALIC,3517203,24,2018,6,2018,6,1,2018,6,1,-800,S
GALIC,3517249,24,2018,6,2018,6,1,2018,6,1,-430.32,S
GALIC,3517273,24,2018,6,2018,6,23,2018,6,25,-300,S
GALIC,3517274,24,2018,6,2018,6,23,2018,6,25,-300,S
GALIC,3517291,24,2018,6,2018,6,15,2018,6,15,-6000,S
GALIC,3517335,24,2018,6,2018,6,26,2018,6,26,-353.54,S
GALIC,3517397,24,2018,6,2018,6,2,2018,6,4,-49.77,S
GALIC,3517402,24,2018,6,2018,6,1,2018,6,1,-6000,S
GALIC,3517404,24,2018,6,2018,6,8,2018,6,8,-30000,S
GALIC,3517446,24,2018,6,2018,6,4,2018,6,4,-142.22,S
GALIC,3517448,24,2018,6,2018,6,25,2018,6,25,-175,S
GALIC,3517493,24,2018,6,2018,6,11,2018,6,11,-2444.44,S
GALIC,3517511,24,2018,6,2018,6,15,2018,6,15,-80.47,S
GALIC,3517514,24,2018,6,2018,6,24,2018,6,25,-291.26,S
GALIC,3517558,24,2018,6,2018,6,20,2018,6,20,-2500,S
GALIC,3517576,24,2018,6,2018,6,27,2018,6,27,-100,S
GALIC,3517583,24,2018,6,2018,6,27,2018,6,27,-2000,S
GALIC,3517583,24,2018,6,2018,6,10,2018,6,11,-113.82,S
GALIC,3517583,24,2018,6,2018,6,1,2018,6,1,-300,S
GALIC,3517619,24,2018,6,2018,6,27,2018,6,27,-481.45,S
GALIC,3517644,24,2018,6,2018,6,11,2018,6,11,-1384,S
GALIC,3517755,24,2018,6,2018,6,25,2018,6,25,-2000,S
GALIC,3517765,24,2018,6,2018,6,17,2018,6,18,-101.08,S
GALIC,3517857,24,2018,6,2018,6,19,2018,6,19,-389.86,S
GALIC,3517866,24,2018,6,2018,6,2,2018,6,4,-263.25,S
GALIC,3517950,24,2018,6,2018,6,17,2018,6,18,-878.19,S
GALIC,3517952,24,2018,6,2018,6,1,2018,6,1,-1869.27,S
GALIC,3517971,24,2018,6,2018,6,25,2018,6,25,-165.16,S
GALIC,3518030,24,2018,6,2018,6,25,2018,6,25,-84.23,S
GALIC,3518052,24,2018,6,2018,6,26,2018,6,26,-66.06,S
GALIC,3518065,24,2018,6,2018,6,15,2018,6,15,-792.57,S
GALIC,3518080,24,2018,6,2018,6,18,2018,6,18,-5994.92,S
GALIC,3518118,24,2018,6,2018,6,27,2018,6,27,-550,S
GALIC,3518134,24,2018,6,2018,6,15,2018,6,15,-100,S
GALIC,3518137,24,2018,6,2018,6,5,2018,6,5,-850,S
GALIC,3518138,24,2018,6,2018,6,27,2018,6,27,-2500,S
GALIC,3518230,24,2018,6,2018,6,20,2018,6,20,-666,S
GALIC,3518230,24,2018,6,2018,6,13,2018,6,13,-10000,S
GALIC,3518284,24,2018,6,2018,6,9,2018,6,11,-1500,S
GALIC,3518285,24,2018,6,2018,6,16,2018,6,18,-180,S
GALIC,3518486,24,2018,6,2018,6,7,2018,6,7,-200,S
GALIC,3518529,24,2018,6,2018,6,20,2018,6,20,-10000,S
GALIC,3518578,24,2018,6,2018,6,11,2018,6,11,-2000,S
GALIC,3518594,24,2018,6,2018,6,15,2018,6,15,-188.36,S
GALIC,3518622,24,2018,6,2018,6,15,2018,6,15,-102.04,S
GALIC,3518626,24,2018,6,2018,6,26,2018,6,26,-175.33,S
GALIC,3518668,24,2018,6,2018,6,1,2018,6,1,-116.64,S
GALIC,3518671,24,2018,6,2018,6,27,2018,6,27,-500,S
GALIC,3518799,24,2018,6,2018,6,22,2018,6,22,-135.05,S
GALIC,3518802,24,2018,6,2018,6,20,2018,6,20,-233.42,S
GALIC,3518804,24,2018,6,2018,6,27,2018,6,27,-8000,S
GALIC,3518848,24,2018,6,2018,6,5,2018,6,5,-177.54,S
GALIC,3518879,24,2018,6,2018,6,1,2018,6,1,-245.56,S
GALIC,3518914,24,2018,6,2018,6,7,2018,6,7,-500,S
GALIC,3518944,24,2018,6,2018,6,5,2018,6,5,-4254.11,S
GALIC,3519042,24,2018,6,2018,6,27,2018,6,27,-388,S
GALIC,3519052,24,2018,6,2018,6,8,2018,6,8,-10000,S
GALIC,3519167,24,2018,6,2018,6,3,2018,6,4,-936.7,S
GALIC,3519171,24,2018,6,2018,6,3,2018,6,4,-141.29,S
GALIC,3519200,24,2018,6,2018,6,1,2018,6,1,-453.73,S
GALIC,3519222,24,2018,6,2018,6,14,2018,6,14,-100000,S
GALIC,3519247,24,2018,6,2018,6,5,2018,6,5,-221.15,S
GALIC,3519301,24,2018,6,2018,6,20,2018,6,20,-9000,S
GALIC,3519388,24,2018,6,2018,6,8,2018,6,8,-129.03,S
GALIC,3519488,24,2018,6,2018,6,13,2018,6,13,-163.2,S
GALIC,3519491,24,2018,6,2018,6,24,2018,6,25,-147.84,S
GALIC,3519535,24,2018,6,2018,6,20,2018,6,20,-125,S
GALIC,3519543,24,2018,6,2018,6,6,2018,6,6,-700,S
GALIC,3519569,24,2018,6,2018,6,14,2018,6,14,-250,S
GALIC,3519570,24,2018,6,2018,6,1,2018,6,1,-223.71,S
GALIC,3519582,24,2018,6,2018,6,17,2018,6,18,-575,S
GALIC,3519593,24,2018,6,2018,6,13,2018,6,13,-587.88,S
GALIC,3519611,24,2018,6,2018,6,23,2018,6,25,-300,S
GALIC,3519621,24,2018,6,2018,6,18,2018,6,18,-127.83,S
GALIC,3519635,24,2018,6,2018,6,17,2018,6,18,-8.11,S
GALIC,3519649,24,2018,6,2018,6,19,2018,6,19,-837,S
GALIC,3519663,24,2018,6,2018,6,1,2018,6,1,-1086.62,S
GALIC,3519673,24,2018,6,2018,6,18,2018,6,18,-10000,S
GALIC,3519678,24,2018,6,2018,6,11,2018,6,11,-600,S
GALIC,3519721,24,2018,6,2018,6,1,2018,6,1,-8395.54,S
GALIC,3519733,24,2018,6,2018,6,5,2018,6,5,-833,S
GALIC,3519750,24,2018,6,2018,6,20,2018,6,20,-16.85,S
GALIC,3519777,24,2018,6,2018,6,1,2018,6,1,-95.1,S
GALIC,3519791,24,2018,6,2018,6,1,2018,6,1,-1839.84,S
GALIC,3519797,24,2018,6,2018,6,20,2018,6,20,-143.88,S
GALIC,3519808,24,2018,6,2018,6,20,2018,6,20,-41.49,S
GALIC,3519831,24,2018,6,2018,6,27,2018,6,27,-626.79,S
GALIC,3519833,24,2018,6,2018,6,5,2018,6,5,-366.88,S
GALIC,3519921,24,2018,6,2018,6,25,2018,6,25,-36566,S
GALIC,3519925,24,2018,6,2018,6,26,2018,6,26,-4653.3,S
GALIC,3519954,24,2018,6,2018,6,7,2018,6,7,-20000,S
GALIC,3519974,24,2018,6,2018,6,24,2018,6,25,-1000,S
GALIC,3519984,24,2018,6,2018,6,20,2018,6,20,-333,S
GALIC,3519997,24,2018,6,2018,6,3,2018,6,4,-2000,S
GALIC,3520008,24,2018,6,2018,6,5,2018,6,5,-1000,S
GALIC,3520016,24,2018,6,2018,6,21,2018,6,21,-1935.1,S
GALIC,3520092,24,2018,6,2018,6,23,2018,6,25,-600,S
GALIC,3520094,24,2018,6,2018,6,25,2018,6,25,-10000,S
GALIC,3520095,24,2018,6,2018,6,1,2018,6,1,-216,S
GALIC,3520166,24,2018,6,2018,6,5,2018,6,5,-2000,S
GALIC,3520188,24,2018,6,2018,6,15,2018,6,15,-270,S
GALIC,3520203,24,2018,6,2018,6,28,2018,6,28,-33.91,S
GALIC,3520216,24,2018,6,2018,6,23,2018,6,25,-1650,S
GALIC,3520224,24,2018,6,2018,6,22,2018,6,22,-1133.33,S
GALIC,3520233,24,2018,6,2018,6,8,2018,6,8,-1350.79,S
GALIC,3520237,24,2018,6,2018,6,8,2018,6,8,-392.86,S
GALIC,3520246,24,2018,6,2018,6,5,2018,6,5,-800,S
GALIC,3520386,24,2018,6,2018,6,20,2018,6,20,-1500,S
GALIC,3520389,24,2018,6,2018,6,4,2018,6,4,-8100,S
GALIC,3520424,24,2018,6,2018,6,4,2018,6,4,-6.4,S
GALIC,3520473,24,2018,6,2018,6,1,2018,6,1,-521.35,S
GALIC,3520495,24,2018,6,2018,6,8,2018,6,8,-511.84,S
GALIC,3520520,24,2018,6,2018,6,1,2018,6,1,-800,S
GALIC,3520538,24,2018,6,2018,6,9,2018,6,11,-55.78,S
GALIC,3520636,24,2018,6,2018,6,8,2018,6,8,-1500,S
GALIC,3520645,24,2018,6,2018,6,8,2018,6,8,-2000,S
GALIC,3520660,24,2018,6,2018,6,11,2018,6,11,-2037.85,S
GALIC,3520668,24,2018,6,2018,6,25,2018,6,25,-1500,S
GALIC,3520737,24,2018,6,2018,6,18,2018,6,18,-4785.69,S
GALIC,3520782,24,2018,6,2018,6,1,2018,6,1,-750,S
GALIC,3520784,24,2018,6,2018,6,17,2018,6,18,-50.65,S
GALIC,3520820,24,2018,6,2018,6,7,2018,6,7,-246.51,S
GALIC,3520821,24,2018,6,2018,6,23,2018,6,25,-250,S
GALIC,3520838,24,2018,6,2018,6,18,2018,6,18,-170.79,S
GALIC,3520855,24,2018,6,2018,6,6,2018,6,6,-1500,S
GALIC,3520864,24,2018,6,2018,6,4,2018,6,4,-13000,S
GALIC,3520865,24,2018,6,2018,6,21,2018,6,21,-34.83,S
GALIC,3520865,24,2018,6,2018,6,2,2018,6,4,-200,S
GALIC,3520867,24,2018,6,2018,6,1,2018,6,1,-150,S
GALIC,3521092,24,2018,6,2018,6,1,2018,6,1,-2673.48,S
GALIC,3521106,24,2018,6,2018,6,12,2018,6,12,-21513.74,S
GALIC,3521120,24,2018,6,2018,6,18,2018,6,18,-700,S
GALIC,3521159,24,2018,6,2018,6,28,2018,6,28,-32.87,S
GALIC,3521165,24,2018,6,2018,6,28,2018,6,28,-117.92,S
GALIC,3521193,24,2018,6,2018,6,27,2018,6,27,-800,S
GALIC,3521213,24,2018,6,2018,6,25,2018,6,25,-97.39,S
GALIC,3521314,24,2018,6,2018,6,28,2018,6,28,-105.59,S
GALIC,3521321,24,2018,6,2018,6,12,2018,6,12,-138,S
GALIC,3521327,24,2018,6,2018,6,7,2018,6,7,-1300,S
GALIC,3521364,24,2018,6,2018,6,18,2018,6,18,-2154.67,S
GALIC,3521427,24,2018,6,2018,6,1,2018,6,1,-1282.3,S
GALIC,3521455,24,2018,6,2018,6,1,2018,6,1,-1004.87,S
GALIC,3521466,24,2018,6,2018,6,27,2018,6,27,-10000,S
GALIC,3521470,24,2018,6,2018,6,18,2018,6,18,-100,S
GALIC,3521484,24,2018,6,2018,6,9,2018,6,11,-81.97,S
GALIC,3521509,24,2018,6,2018,6,25,2018,6,25,-76.81,S
GALIC,3521514,24,2018,6,2018,6,12,2018,6,12,-84.23,S
GALIC,3521539,24,2018,6,2018,6,17,2018,6,18,-300,S
GALIC,3521628,24,2018,6,2018,6,2,2018,6,4,-1500,S
GALIC,3521648,24,2018,6,2018,6,5,2018,6,5,-736.58,S
GALIC,3521652,24,2018,6,2018,6,5,2018,6,5,-600,S
GALIC,3521673,24,2018,6,2018,6,15,2018,6,15,-38.12,S
GALIC,3521764,24,2018,6,2018,6,18,2018,6,19,-2409.17,S
GALIC,3521840,24,2018,6,2018,6,1,2018,6,1,-100,S
GALIC,3521874,24,2018,6,2018,6,4,2018,6,4,-2942,S
GALIC,3521886,24,2018,6,2018,6,9,2018,6,11,-109.38,S
GALIC,3521899,24,2018,6,2018,6,22,2018,6,22,-248.29,S
GALIC,3521973,24,2018,6,2018,6,25,2018,6,25,-500,S
GALIC,3521976,24,2018,6,2018,6,26,2018,6,26,-5079.26,S
GALIC,3522037,24,2018,6,2018,6,12,2018,6,12,-200,S
GALIC,3522063,24,2018,6,2018,6,22,2018,6,22,-250,S
GALIC,3522124,24,2018,6,2018,6,1,2018,6,1,-161.12,S
GALIC,3522126,24,2018,6,2018,6,29,2018,6,29,-7058.82,S
GALIC,3522152,24,2018,6,2018,6,1,2018,6,1,-887.5,S
GALIC,3522156,24,2018,6,2018,6,1,2018,6,1,-887.5,S
GALIC,3522228,24,2018,6,2018,6,8,2018,6,8,-600,S
GALIC,3522241,24,2018,6,2018,6,2,2018,6,4,-126.35,S
GALIC,3522304,24,2018,6,2018,6,15,2018,6,15,-800,S
GALIC,3522306,24,2018,6,2018,6,25,2018,6,25,-800,S
